"x"
"1" -0.0341811169753026
"2" 0.796131735734886
"3" 1.15393230102333
"4" 0.0674650667372189
"5" 0.0685805680216019
"6" -0.258162916916665
"7" -0.0205403427540528
"8" 0.713104114565649
"9" -0.220497200261559
"10" 1.24005932965218
"11" -0.047177426970553
"12" -0.044449268535143
"13" -0.674550195082464
"14" 0.990798345547248
"15" 1.38897360314118
"16" -0.0950914167143674
"17" -0.91949534261885
"18" -0.0878550782966294
"19" 0.741329567764331
"20" -0.107431917789593
"21" 0.2519120944447
"22" -0.139778737648188
"23" -0.353043801009802
"24" -0.38835673070914
"25" -0.95618209446418
"26" -0.227077004278225
"27" -0.733885139424117
"28" -0.11562910513747
"29" -0.132521532269296
"30" 0.0416955633854459
"31" -0.123964164379887
"32" -0.303657578237514
"33" -0.15316287496043
"34" -0.586413174716436
"35" 0.122319112507255
"36" -0.969418622621968
"37" 0.223407474257328
