"x"
"1" -0.11028841886054
"2" 0.0178698635018382
"3" 0.0991366129985808
"4" 0.403733496810217
"5" -0.065524968842095
"6" -0.0768355121839801
"7" 0.0516422686585086
"8" -0.437355544207059
"9" 0.0341517611309257
"10" 0.313002262425593
"11" -0.685541966592701
"12" 0.0491256703719742
"13" -0.064711274491581
"14" 0.194392167125391
"15" -0.13633255688625
"16" 0.0515860159598488
"17" -0.0176803171965176
"18" -0.0330608921870897
"19" 0.272038183978143
"20" 0.477666943271897
"21" -0.135768823254291
"22" -0.445447606383509
"23" 0.36035321579552
"24" -0.116320427002175
"25" 0.280347707950653
"26" 0.0436876829866857
"27" 0.327177621079605
"28" -0.0984427642049369
"29" 0.0139597641031748
"30" 0.0955657419069501
"31" -0.200059618443562
"32" -0.0259107530140379
"33" 0.085311504063574
"34" -0.289818846685264
"35" 0.058106389229945
"36" 0.390433600162713
"37" -0.79515544637061
