"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.188183159742589 0.663151654816859 0.906449355328443 0.903837934136012 0.884944733623167 0.945909525023943 0.999604319920897 1.098032904771 0.894627064674151 0.900611518199533 0.965150591141068
"2" 0.198980523682507 0.778051665128298 0.529659939253004 0.861841197291108 0.940480544600901 1.10887352023494 1.16244198804456 1.09298382209845 0.982562836485121 1.06560158223726 1.13506584884123
"3" 0.156712732882337 0.654123495806233 0.892917899347953 1.03129330845442 1.1360549157153 1.31678114929085 1.19240469484909 1.11135579285686 1.04301793164286 1.07988666465934 1.28021935106026
"4" 0.183728019604239 0.830610780968216 0.881370909239478 1.01595621574298 0.868166194428455 0.505048366537459 0.897989695436951 0.775342385003177 0.855505692091451 0.899377693013603 0.917930805680791
"5" 0.182230667348698 0.79743387699149 0.890662265396643 0.98230902650632 0.96229091380407 1.00320429480237 1.04804301341722 1.03205406906863 1.03245376292887 0.891446542449 0.923566995918545
"6" 0.205567372220776 0.617606394668896 0.824753670902739 0.958130896842489 1.06036023857176 1.14261531631262 1.20269605824013 1.04977723310771 1.22306283259365 1.32626580268732 1.20363123588457
"7" 0.169682273793735 0.691345006202925 0.759494281995071 1.00404690591504 1.1560759395913 1.07694969767087 0.996624381915108 0.914796221887881 0.924779809456123 0.921540832944891 0.89869627884208
"8" 0.165334358081947 0.755660913425983 0.97694678594721 0.989301738592187 1.0313674282697 1.02277845734149 1.07813993651756 0.86870211385407 0.889388599515138 1.02706594758854 1.09744121276625
"9" 0.154060239560834 0.721120140410219 0.988976885316903 0.703957979890127 1.04300706874104 1.05261951759671 1.09287155097407 1.04899354396571 1.06970831005808 1.10980619350915 1.0115309352001
"10" 0.212785340063168 0.814981030649887 1.0398625994796 1.18266449690521 1.13381339838499 0.98735295399983 0.980250372936778 1.04128009398611 1.0402250635841 1.04839188868724 1.24531097449398
"11" 0.182693723384292 0.794458944133856 1.06720523455803 1.02222385858188 0.986120579084446 1.00975535031433 1.03699985517917 1.00729282357283 1.00992810068474 1.23979342461962 1.24780196188293
