"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.226485621842636 0.169783079591202 0.136102028169305 0.309684350241052 0.383532699835111 0.125425741512367 -0.0440439863368705 -0.186669633848882 -0.0915641057017627 -0.0402561440772239 -0.0151089426050467
"2" -0.658138709868183 -0.507205590208975 -0.345494971902746 -0.275100495106568 -0.217345281461727 -0.014821074565559 -0.0666253223883235 0.0342899286286083 0.220536976756112 0.079378823774598 0.533585139729357
"3" 0.525938759013881 0.393015627839147 0.579105354040927 0.716102385201232 1.1298550579041 1.4191370413693 1.39262744842584 1.33183558338421 1.31505487704077 1.18076994606192 1.17230470949176
"4" -0.245627607197407 -0.158417418499374 0.0716541608812448 0.011547279041691 0.0498005370706002 0.0869363417697162 0.129877250421773 -0.076946101344655 0.0536130131661559 0.161372241777003 -0.200604156517219
"5" -0.668619108079363 -0.513774266477757 -0.326910209287223 -0.229828452236846 -0.137514026284772 -0.0900263761801358 -0.00907874236461378 0.00767358591481433 0.00299707589939644 -0.00928185281098289 0.0259303959894177
"6" -0.150531996186919 -0.0837244200466779 -0.125978577256518 0.0565437161412329 0.172906428671775 0.250922773633168 -0.0365360736347382 -0.0738709475653719 -0.199858249315894 -0.427409377315934 -0.235998139616151
"7" 0.933366591031841 0.735733339920758 0.610610095663171 0.0306687354020444 -0.29594538767369 -0.157558612428173 -0.0842139407426096 -0.0720693341223123 -0.0680866240551012 -0.0260440868432064 0.00102720220073846
"8" -0.31171414984695 -0.235802466256917 -0.129136638116864 0.160375637161927 0.0141177543040948 0.508365738269608 0.356188452019857 0.634086008958317 0.607629172858121 0.441916074344021 0.436054819953024
"9" -0.359221374047101 -0.2614927108459 -0.696805649665397 -0.612956713532607 -0.737322186540041 -0.442931644924882 -0.256556189875257 -0.125167813973832 -0.0882132910865615 -0.0693354401901859 -0.0356765572223327
"10" 0.473126521685791 0.354535440459746 0.268292249078791 0.0909161211941278 0.268381962531657 0.237927378683599 0.223070867014318 0.519808076811254 0.73832370090592 0.694817528512095 0.659950287378443
"11" 1.29458976674293 0.985671257334397 1.17137926229312 0.864587668321903 0.721273172258195 0.497769553231731 0.897402842199015 0.82739315633797 1.08835167816177 1.1097611075187 0.408157152295891
"12" -1.06143262374359 -0.793912288961083 -0.488930227898442 -0.294636471970228 -0.178616994726548 -0.141789959779253 -0.103217757506033 -0.0813045757758369 -0.0459407260662701 -0.0340369354903302 -0.0159974412333365
"13" 0.0706288221167674 0.0407682374467263 -0.512920909099018 -0.853970279965363 -0.756038717455016 -0.900098644983674 -1.28959463159643 -0.9029606810048 -0.841796036159495 -0.798171504878281 -0.451775338349654
"14" 1.42514101371993 1.12635584630559 1.31396972377323 1.21636440871017 1.50825020829302 1.11269304062637 0.626010764021987 0.783340783994031 1.15896082636111 1.0181207718853 0.877277509330359
"15" 0.0672054612667825 0.0480914139715468 0.077352604697694 -0.128631221776851 -0.207979336044493 0.195368752680022 0.545024168755906 0.526966347846875 0.158088427370628 0.258348783935245 0.66604312582532
"16" 0.41868830034736 0.307291681775932 -0.12200929236867 -0.0764400177107302 -0.0174323657623702 -0.00897733850905079 0.012717148248054 -0.0216901220126629 0.0171995942891942 0.023884744366636 0.00563092381671048
"17" -0.538650945190539 -0.404322128056217 -0.591123739064328 -0.413087449323666 -0.316388153652449 -0.360886897742873 -0.495213165064741 -0.786857947495656 -1.27461626271612 -0.765106870292678 -0.486132368175326
"18" 0.0603395982205913 0.0372152558402422 -0.22066736469018 -0.0347128059093942 -0.130993649216006 -0.363224185039125 -0.212760826959898 -0.141688956513666 -0.125283275384967 -0.0890215968841648 -0.0590446094653549
"19" 1.52440503291696 1.15353611720732 1.00251135977718 1.10570995762058 0.954761779546193 1.21406760892808 1.21672732279749 1.17872165343195 1.19142467108757 1.09246020123353 0.875671008008585
"20" 0.357172586325995 0.305699464070845 0.797137473129438 0.720479604120842 0.641433577088751 0.348236328060965 0.357057228225326 -0.0355586215652782 -0.148949695089904 -0.370396241191704 -0.252085862398894
"21" -0.0903027853483143 -0.0571383534572921 -0.0523885405488051 0.236614369168905 -0.0794666270634982 -0.0102562577163827 0.392867659644019 0.14500877180631 0.177055141607734 0.034916968062745 0.0763719049137369
"22" -0.405853524062579 -0.288171161160175 -0.286557511474666 -0.132808994173627 0.197216631143537 0.299758269978016 0.352465178535245 0.246981390582708 -0.200583668198453 -0.219605950239505 -0.408454399767968
"23" -0.217721389812587 -0.179596141696572 -0.188481882358979 -0.243591303392646 -0.243134437960093 -0.361136568414143 -0.264098041047231 -0.41143585287781 -0.449406720214374 -0.09666901726893 -0.123897930547601
"24" -0.0684672870357823 -0.0558072583709804 -0.0181121007853868 -0.0507016179736617 -0.000307331476255265 -0.162388778791767 -0.429641780761265 -0.464198287299426 -0.597838986181306 -0.413298753155347 -0.313342767373187
"25" -0.97503054975913 -0.719956305605305 -0.712168807496407 -0.805794269052376 -0.772812456310034 -0.889954182021005 -0.900234587189955 -0.706463290047207 -0.605681864481629 -0.766410120075821 -0.47918024042721
"26" -0.120200229881127 -0.0846024842935558 -0.117543571885881 -0.156618663099787 -0.229535906595881 -0.339356262604508 -0.289889543853797 0.209578739008532 0.209845451930556 0.0126155851088719 -0.346220837940084
"27" -0.48345955848317 -0.38454723554419 -0.341150291465285 -0.335494057942504 -0.510304022338608 -0.312101442699902 -0.234528736210124 -0.228174940708021 -0.244632209799671 -0.31712286526968 -0.488450950980764
"28" -0.287975755332439 -0.205750071467696 -0.190713389990726 -0.214932174989899 -0.293324769220683 -0.526687565809331 -0.346604388747585 -0.195777942761897 -0.118187964059237 -0.0608521022457815 -0.0321907708036138
"29" -0.225700175795823 -0.176377752777495 -0.160881679090764 -0.19402204350311 -0.286475855598546 -0.454466967897297 -0.259455406347411 -0.20322317829918 -0.122495752217225 -0.0931493437912388 -0.0654370105260202
"30" -0.104175521651092 -0.0788342191102795 -0.0137843786030122 -0.0712385159054556 -0.0669065002235856 -0.0450696901279985 -0.12530378348827 -0.261173820252242 -0.223845596280893 -0.105374483398986 -0.219785489508358
"31" -0.0124395309769759 -0.00567402943948043 0.0108730461730365 0.0314883494119729 0.00665182223706838 0.0192178285690298 0.0173650809618794 0.0547379276952204 -0.22201682840152 -0.180488687254474 -0.0980555738198783
"32" -0.143330777620439 -0.10997131185685 -0.0898779631927974 -0.107950458215709 -0.143604081705001 -0.227679402249208 -0.403758671172465 -0.629212977703161 -0.389178215809563 -0.236419476380662 -0.155765159254098
"33" -0.0968712795807982 -0.0401310416529429 -0.028373706097191 -0.0781204685537303 -0.124083737884418 -0.175347408595175 -0.228534929713354 -0.394011543378653 -0.174588459653589 -0.0835887772910415 -0.0114137003162614
"34" -0.0912433818953096 -0.0489073553065345 -0.0493504431130233 -0.0885611057897657 -0.0605450872349778 -0.0770017268368081 -0.124053196830564 -0.169535304201821 -0.316560934376007 -0.577801802600911 -0.544480357426232
"35" -0.122430734660332 -0.0898118269600437 -0.027048262088002 -0.0078537191063061 -0.0441752452073414 -0.0261063443566943 -0.0720991051892156 -0.0961445295917031 -0.113710319885243 -0.174146820417924 -0.084805739012484
"36" -0.013954276888973 -0.0349446326838693 -0.0263320158882128 -0.0498872954865988 -0.0436778967876678 -0.0242574679353011 -0.0446761544136228 -0.11969782656903 -0.246835956424072 -0.442191363048828 -0.693163127122533
"37" 0.000576249788026631 -0.025440215488978 0.00489852623601254 -0.0207623933903748 -0.00252024384011962 0.0184097558528973 -0.00252217059786997 0.0330329677704655 0.0359368460105236 0.031181259694639 0.0721013646148597
