No LEAGUE,YEAR,No WEEK,No TEAM1,No TEAM2,GOALTEAM1,GOALTEAM2,CODEWID
1,1987,1,2,16,2,0,W1
1,1987,1,31,10,1,1,D
1,1987,1,7,1,3,1,W1
1,1987,1,4,3,0,0,D
1,1987,1,8,14,3,2,W1
1,1987,1,43,25,4,1,W1
1,1987,1,17,6,3,0,W1
1,1987,1,26,12,4,0,W1
1,1987,1,45,53,0,0,D
1,1987,1,20,9,3,1,W1
1,1987,2,16,31,3,0,W1
1,1987,2,10,7,1,3,W2
1,1987,2,1,4,3,0,W1
1,1987,2,3,8,1,3,W2
1,1987,2,14,43,2,0,W1
1,1987,2,25,17,2,1,W1
1,1987,2,6,45,1,0,W1
1,1987,2,53,12,2,2,D
1,1987,2,20,26,1,0,W1
1,1987,2,9,2,4,1,W1
1,1987,3,12,6,1,1,D
1,1987,3,2,20,2,0,W1
1,1987,3,7,16,2,0,W1
1,1987,3,4,10,2,1,W1
1,1987,3,8,1,2,0,W1
1,1987,3,43,3,0,0,D
1,1987,3,17,14,1,0,W1
1,1987,3,45,25,0,1,W2
1,1987,3,26,53,1,1,D
1,1987,3,31,9,1,0,W1
1,1987,4,16,4,2,2,D
1,1987,4,10,8,1,0,W1
1,1987,4,1,43,1,1,D
1,1987,4,3,17,2,1,W1
1,1987,4,14,26,2,1,W1
1,1987,4,25,12,2,3,W2
1,1987,4,6,53,1,1,D
1,1987,4,2,45,0,0,D
1,1987,4,20,31,1,0,W1
1,1987,4,9,7,2,1,W1
1,1987,5,53,25,2,1,W1
1,1987,5,31,2,1,2,W2
1,1987,5,7,20,5,1,W1
1,1987,5,4,9,0,0,D
1,1987,5,8,16,2,2,D
1,1987,5,43,10,2,0,W1
1,1987,5,17,1,1,1,D
1,1987,5,45,3,1,1,D
1,1987,5,26,6,1,1,D
1,1987,5,12,14,2,0,W1
1,1987,6,2,7,0,1,W2
1,1987,6,31,12,2,1,W1
1,1987,6,25,6,3,1,W1
1,1987,6,14,53,0,0,D
1,1987,6,3,26,1,1,D
1,1987,6,1,45,1,0,W1
1,1987,6,10,17,1,1,D
1,1987,6,16,43,1,1,D
1,1987,6,9,8,0,0,D
1,1987,6,20,4,0,1,W2
1,1987,7,53,1,0,0,D
1,1987,7,6,14,0,0,D
1,1987,7,7,31,1,3,W2
1,1987,7,4,2,1,3,W2
1,1987,7,8,20,2,2,D
1,1987,7,43,9,0,0,D
1,1987,7,17,16,0,0,D
1,1987,7,45,10,4,1,W1
1,1987,7,26,25,1,2,W2
1,1987,7,12,3,2,1,W1
1,1987,8,2,8,1,0,W1
1,1987,8,31,4,2,0,W1
1,1987,8,7,26,2,0,W1
1,1987,8,14,25,2,0,W1
1,1987,8,3,6,1,0,W1
1,1987,8,1,12,5,1,W1
1,1987,8,10,53,2,1,W1
1,1987,8,16,45,3,2,W1
1,1987,8,9,17,3,1,W1
1,1987,8,20,43,1,0,W1
1,1987,9,53,16,2,0,W1
1,1987,9,6,1,5,0,W1
1,1987,9,25,3,1,0,W1
1,1987,9,4,7,1,1,D
1,1987,9,8,31,1,0,W1
1,1987,9,43,2,1,0,W1
1,1987,9,17,20,2,0,W1
1,1987,9,45,14,1,0,W1
1,1987,9,26,9,1,0,W1
1,1987,9,12,10,2,1,W1
1,1987,10,2,17,1,3,W2
1,1987,10,31,43,2,1,W1
1,1987,10,7,8,1,0,W1
1,1987,10,4,26,1,0,W1
1,1987,10,3,14,0,1,W2
1,1987,10,1,25,2,0,W1
1,1987,10,10,6,1,2,W2
1,1987,10,16,12,1,1,D
1,1987,10,9,53,6,1,W1
1,1987,10,20,45,2,1,W1
1,1987,11,53,3,1,0,W1
1,1987,11,6,16,2,0,W1
1,1987,11,25,10,0,1,W2
1,1987,11,14,1,3,1,W1
1,1987,11,8,4,3,3,D
1,1987,11,43,7,0,0,D
1,1987,11,17,31,0,1,W2
1,1987,11,45,9,4,0,W1
1,1987,11,26,2,2,0,W1
1,1987,11,12,20,2,0,W1
1,1987,12,2,12,3,0,W1
1,1987,12,31,45,3,0,W1
1,1987,12,7,17,1,0,W1
1,1987,12,4,43,1,0,W1
1,1987,12,8,26,1,0,W1
1,1987,12,1,3,0,1,W2
1,1987,12,10,14,2,0,W1
1,1987,12,16,25,2,1,W1
1,1987,12,9,6,0,0,D
1,1987,12,20,53,0,0,D
1,1987,13,53,2,2,1,W1
1,1987,13,6,20,3,1,W1
1,1987,13,25,31,1,0,W1
1,1987,13,14,16,1,0,W1
1,1987,13,3,10,2,0,W1
1,1987,13,43,8,0,1,W2
1,1987,13,17,4,0,0,D
1,1987,13,45,7,0,2,W2
1,1987,13,26,1,0,2,W2
1,1987,13,12,9,2,1,W1
1,1987,14,2,6,0,2,W2
1,1987,14,31,53,2,2,D
1,1987,14,7,12,2,1,W1
1,1987,14,4,45,2,1,W1
1,1987,14,8,17,1,0,W1
1,1987,14,43,26,3,0,W1
1,1987,14,10,1,2,4,W2
1,1987,14,16,3,1,2,W2
1,1987,14,9,14,1,0,W1
1,1987,14,20,25,2,0,W1
1,1987,15,53,7,1,0,W1
1,1987,15,6,31,2,1,W1
1,1987,15,25,2,2,0,W1
1,1987,15,14,20,4,1,W1
1,1987,15,3,9,1,1,D
1,1987,15,1,16,3,1,W1
1,1987,15,17,43,1,0,W1
1,1987,15,45,8,1,1,D
1,1987,15,26,10,4,0,W1
1,1987,15,12,4,1,0,W1
1,1987,16,2,14,0,2,W2
1,1987,16,31,1,1,0,W1
1,1987,16,7,6,2,1,W1
1,1987,16,4,53,3,1,W1
1,1987,16,8,12,1,0,W1
1,1987,16,43,45,3,0,W1
1,1987,16,17,26,0,0,D
1,1987,16,16,10,0,1,W2
1,1987,16,9,25,4,1,W1
1,1987,16,20,3,0,0,D
1,1987,17,53,8,1,0,W1
1,1987,17,6,4,2,1,W1
1,1987,17,25,7,0,0,D
1,1987,17,14,31,2,0,W1
1,1987,17,3,2,3,0,W1
1,1987,17,1,20,1,0,W1
1,1987,17,10,9,2,1,W1
1,1987,17,45,17,2,2,D
1,1987,17,26,16,4,3,W1
1,1987,17,12,43,0,0,D
1,1987,18,2,1,1,1,D
1,1987,18,31,3,0,0,D
1,1987,18,7,14,2,1,W1
1,1987,18,4,25,0,1,W2
1,1987,18,8,6,2,1,W1
1,1987,18,43,53,0,0,D
1,1987,18,17,12,1,2,W2
1,1987,18,45,26,2,1,W1
1,1987,18,9,16,3,1,W1
1,1987,18,20,10,0,1,W2
1,1987,19,53,17,3,0,W1
1,1987,19,6,43,1,1,D
1,1987,19,25,8,0,1,W2
1,1987,19,14,4,2,3,W2
1,1987,19,3,7,0,0,D
1,1987,19,1,9,1,1,D
1,1987,19,10,2,0,0,D
1,1987,19,16,20,0,1,W2
1,1987,19,26,31,2,0,W1
1,1987,19,12,45,4,0,W1
1,1987,20,12,53,0,2,W2
1,1987,20,45,6,0,0,D
1,1987,20,17,25,1,0,W1
1,1987,20,43,14,1,0,W1
1,1987,20,8,3,0,0,D
1,1987,20,4,1,1,0,W1
1,1987,20,7,10,3,0,W1
1,1987,20,31,16,1,2,W2
1,1987,20,2,9,2,1,W1
1,1987,20,26,20,1,0,W1
1,1987,21,20,2,2,1,W1
1,1987,21,16,7,0,0,D
1,1987,21,10,4,0,0,D
1,1987,21,1,8,1,0,W1
1,1987,21,3,43,0,0,D
1,1987,21,14,17,3,1,W1
1,1987,21,25,45,2,0,W1
1,1987,21,53,26,1,0,W1
1,1987,21,9,31,1,0,W1
1,1987,21,6,12,2,3,W2
1,1987,22,45,2,0,0,D
1,1987,22,53,6,2,2,D
1,1987,22,12,25,3,2,W1
1,1987,22,26,14,3,0,W1
1,1987,22,17,3,0,1,W2
1,1987,22,43,1,1,2,W2
1,1987,22,8,10,5,2,W1
1,1987,22,4,16,3,0,W1
1,1987,22,7,9,0,0,D
1,1987,22,31,20,0,0,D
1,1987,23,25,53,1,2,W2
1,1987,23,2,31,1,3,W2
1,1987,23,20,7,1,1,D
1,1987,23,9,4,4,2,W1
1,1987,23,16,8,0,1,W2
1,1987,23,10,43,3,1,W1
1,1987,23,1,17,0,1,W2
1,1987,23,3,45,4,0,W1
1,1987,23,6,26,1,2,W2
1,1987,23,14,12,2,1,W1
1,1987,24,7,2,2,1,W1
1,1987,24,12,31,2,0,W1
1,1987,24,6,25,0,1,W2
1,1987,24,53,14,2,0,W1
1,1987,24,26,3,0,0,D
1,1987,24,45,1,2,1,W1
1,1987,24,17,10,1,1,D
1,1987,24,43,16,3,0,W1
1,1987,24,8,9,1,0,W1
1,1987,24,4,20,1,1,D
1,1987,25,1,53,2,0,W1
1,1987,25,14,6,1,0,W1
1,1987,25,31,7,0,0,D
1,1987,25,2,4,1,1,D
1,1987,25,20,8,2,1,W1
1,1987,25,9,43,0,1,W2
1,1987,25,16,17,0,0,D
1,1987,25,10,45,2,1,W1
1,1987,25,25,26,0,1,W2
1,1987,25,3,12,0,1,W2
1,1987,26,8,2,0,0,D
1,1987,26,4,31,2,1,W1
1,1987,26,26,7,0,0,D
1,1987,26,25,14,0,0,D
1,1987,26,6,3,0,0,D
1,1987,26,12,1,0,1,W2
1,1987,26,53,10,1,0,W1
1,1987,26,45,16,3,1,W1
1,1987,26,17,9,3,1,W1
1,1987,26,43,20,1,0,W1
1,1987,27,16,53,1,1,D
1,1987,27,1,6,3,0,W1
1,1987,27,3,25,2,0,W1
1,1987,27,7,4,4,1,W1
1,1987,27,31,8,0,0,D
1,1987,27,2,43,1,0,W1
1,1987,27,20,17,2,1,W1
1,1987,27,14,45,1,1,D
1,1987,27,9,26,2,1,W1
1,1987,27,10,12,1,0,W1
1,1987,28,17,2,1,0,W1
1,1987,28,43,31,1,1,D
1,1987,28,8,7,3,1,W1
1,1987,28,26,4,2,1,W1
1,1987,28,14,3,1,0,W1
1,1987,28,25,1,3,1,W1
1,1987,28,6,10,2,0,W1
1,1987,28,12,16,2,1,W1
1,1987,28,53,9,0,2,W2
1,1987,28,45,20,1,0,W1
1,1987,29,3,53,3,0,W1
1,1987,29,16,6,1,0,W1
1,1987,29,10,25,0,1,W2
1,1987,29,1,14,1,0,W1
1,1987,29,4,8,1,0,W1
1,1987,29,7,43,0,0,D
1,1987,29,31,17,1,0,W1
1,1987,29,9,45,6,0,W1
1,1987,29,2,26,0,0,D
1,1987,29,20,12,2,3,W2
1,1987,30,12,2,1,3,W2
1,1987,30,45,31,1,0,W1
1,1987,30,17,7,0,1,W2
1,1987,30,43,4,1,0,W1
1,1987,30,26,8,0,0,D
1,1987,30,3,1,2,0,W1
1,1987,30,14,10,2,2,D
1,1987,30,25,16,1,2,W2
1,1987,30,6,9,0,0,D
1,1987,30,53,20,0,0,D
1,1987,31,2,53,1,1,D
1,1987,31,20,6,0,1,W2
1,1987,31,31,25,0,0,D
1,1987,31,16,14,1,1,D
1,1987,31,10,3,2,1,W1
1,1987,31,8,43,3,0,W1
1,1987,31,4,17,1,5,W2
1,1987,31,7,45,2,0,W1
1,1987,31,1,26,2,1,W1
1,1987,31,9,12,5,0,W1
1,1987,32,6,2,0,0,D
1,1987,32,53,31,1,1,D
1,1987,32,12,7,3,0,W1
1,1987,32,45,4,1,0,W1
1,1987,32,17,8,1,0,W1
1,1987,32,26,43,0,3,W2
1,1987,32,1,10,4,1,W1
1,1987,32,3,16,1,1,D
1,1987,32,14,9,0,1,W2
1,1987,32,25,20,3,0,W1
1,1987,33,7,53,3,0,W1
1,1987,33,31,6,1,3,W2
1,1987,33,2,25,0,4,W2
1,1987,33,20,14,2,0,W1
1,1987,33,9,3,2,2,D
1,1987,33,16,1,1,0,W1
1,1987,33,43,17,3,0,W1
1,1987,33,8,45,2,0,W1
1,1987,33,10,26,1,2,W2
1,1987,33,4,12,1,0,W1
1,1987,34,14,2,1,0,W1
1,1987,34,1,31,1,0,W1
1,1987,34,6,7,1,1,D
1,1987,34,53,4,0,0,D
1,1987,34,12,8,1,1,D
1,1987,34,45,43,1,0,W1
1,1987,34,26,17,0,1,W2
1,1987,34,10,16,0,0,D
1,1987,34,25,9,2,0,W1
1,1987,34,3,20,0,2,W2
1,1987,35,8,53,1,0,W1
1,1987,35,4,6,1,4,W2
1,1987,35,7,25,1,0,W1
1,1987,35,31,14,1,3,W2
1,1987,35,2,3,1,1,D
1,1987,35,20,1,1,0,W1
1,1987,35,9,10,4,0,W1
1,1987,35,17,45,2,0,W1
1,1987,35,16,26,2,1,W1
1,1987,35,43,12,1,1,D
1,1987,36,1,2,1,2,W2
1,1987,36,3,31,1,3,W2
1,1987,36,14,7,2,2,D
1,1987,36,25,4,1,2,W2
1,1987,36,6,8,1,0,W1
1,1987,36,53,43,0,0,D
1,1987,36,12,17,4,3,W1
1,1987,36,26,45,0,0,D
1,1987,36,16,9,1,3,W2
1,1987,36,10,20,2,0,W1
1,1987,37,17,53,5,0,W1
1,1987,37,43,6,5,2,W1
1,1987,37,8,25,4,2,W1
1,1987,37,4,14,3,3,D
1,1987,37,7,3,3,2,W1
1,1987,37,9,1,4,0,W1
1,1987,37,2,10,4,1,W1
1,1987,37,20,16,2,1,W1
1,1987,37,31,26,0,0,D
1,1987,37,45,12,1,0,W1
1,1987,38,16,2,0,1,W2
1,1987,38,10,31,3,1,W1
1,1987,38,1,7,2,0,W1
1,1987,38,3,4,1,0,W1
1,1987,38,14,8,2,0,W1
1,1987,38,25,43,0,2,W2
1,1987,38,6,17,1,1,D
1,1987,38,53,45,1,1,D
1,1987,38,12,26,2,1,W1
1,1987,38,9,20,4,2,W1
2,1987,1,50,33,1,1,D
2,1987,1,36,58,2,0,W1
2,1987,1,56,59,1,3,W2
2,1987,1,13,44,4,0,W1
2,1987,1,18,30,0,0,D
2,1987,1,55,60,3,0,W1
2,1987,1,40,47,1,1,D
2,1987,1,54,37,2,2,D
2,1987,2,30,55,4,0,W1
2,1987,2,60,47,0,0,D
2,1987,2,44,18,2,2,D
2,1987,2,58,56,2,0,W1
2,1987,2,59,36,2,1,W1
2,1987,2,33,40,1,2,W2
2,1987,2,5,50,3,0,W1
2,1987,2,37,57,2,0,W1
2,1987,2,54,13,1,1,D
2,1987,3,57,54,2,3,W2
2,1987,3,50,37,0,1,W2
2,1987,3,36,5,1,5,W2
2,1987,3,56,33,2,1,W1
2,1987,3,13,60,4,0,W1
2,1987,3,18,59,3,2,W1
2,1987,3,55,44,1,1,D
2,1987,3,40,58,1,0,W1
2,1987,3,47,30,0,0,D
2,1987,4,57,50,1,0,W1
2,1987,4,60,40,1,0,W1
2,1987,4,44,30,1,1,D
2,1987,4,58,55,1,0,W1
2,1987,4,59,47,2,1,W1
2,1987,4,33,36,4,1,W1
2,1987,4,5,13,1,7,W2
2,1987,4,37,18,1,1,D
2,1987,4,54,56,2,1,W1
2,1987,5,30,60,2,1,W1
2,1987,5,50,54,0,2,W2
2,1987,5,36,57,4,2,W1
2,1987,5,56,37,0,0,D
2,1987,5,13,59,5,0,W1
2,1987,5,18,5,2,3,W2
2,1987,5,55,33,3,3,D
2,1987,5,40,44,1,1,D
2,1987,5,47,58,1,1,D
2,1987,6,57,18,2,1,W1
2,1987,6,50,56,0,0,D
2,1987,6,44,60,1,0,W1
2,1987,6,58,30,1,0,W1
2,1987,6,59,55,1,1,D
2,1987,6,33,47,2,1,W1
2,1987,6,5,40,2,0,W1
2,1987,6,37,13,1,1,D
2,1987,6,54,36,2,1,W1
2,1987,7,30,59,0,0,D
2,1987,7,60,58,1,0,W1
2,1987,7,36,50,4,0,W1
2,1987,7,56,5,2,2,D
2,1987,7,13,33,6,0,W1
2,1987,7,18,54,0,1,W2
2,1987,7,55,37,0,0,D
2,1987,7,40,57,0,0,D
2,1987,7,47,44,1,0,W1
2,1987,8,57,13,1,3,W2
2,1987,8,50,47,0,1,W2
2,1987,8,36,56,3,2,W1
2,1987,8,58,44,0,0,D
2,1987,8,59,60,2,0,W1
2,1987,8,33,18,1,1,D
2,1987,8,5,55,4,0,W1
2,1987,8,37,30,2,1,W1
2,1987,8,54,40,1,3,W2
2,1987,9,30,5,1,3,W2
2,1987,9,60,33,2,0,W1
2,1987,9,44,59,1,1,D
2,1987,9,56,57,0,0,D
2,1987,9,13,50,1,0,W1
2,1987,9,18,58,3,0,W1
2,1987,9,55,54,1,1,D
2,1987,9,40,36,5,2,W1
2,1987,9,47,37,2,0,W1
2,1987,10,57,55,1,0,W1
2,1987,10,50,18,2,1,W1
2,1987,10,36,13,1,0,W1
2,1987,10,56,30,0,0,D
2,1987,10,59,58,1,1,D
2,1987,10,33,44,3,1,W1
2,1987,10,5,60,3,0,W1
2,1987,10,37,40,1,0,W1
2,1987,10,54,47,1,2,W2
2,1987,11,30,57,3,2,W1
2,1987,11,60,37,0,0,D
2,1987,11,44,54,2,1,W1
2,1987,11,58,33,2,0,W1
2,1987,11,13,56,3,0,W1
2,1987,11,18,36,0,0,D
2,1987,11,55,50,0,0,D
2,1987,11,40,59,4,0,W1
2,1987,11,47,5,2,1,W1
2,1987,13,30,33,3,0,W1
2,1987,13,60,57,2,1,W1
2,1987,13,44,5,3,0,W1
2,1987,13,58,37,1,0,W1
2,1987,13,59,54,1,1,D
2,1987,13,18,13,1,2,W2
2,1987,13,55,56,1,0,W1
2,1987,13,40,50,2,1,W1
2,1987,13,47,36,1,0,W1
2,1987,14,57,44,2,1,W1
2,1987,14,50,30,1,0,W1
2,1987,14,36,60,1,0,W1
2,1987,14,56,47,0,0,D
2,1987,14,13,55,1,0,W1
2,1987,14,18,40,1,2,W2
2,1987,14,5,33,2,0,W1
2,1987,14,37,59,3,2,W1
2,1987,14,54,58,1,0,W1
2,1987,15,30,36,0,1,W2
2,1987,15,60,54,0,4,W2
2,1987,15,44,50,1,0,W1
2,1987,15,58,57,1,0,W1
2,1987,15,59,5,0,2,W2
2,1987,15,33,37,2,1,W1
2,1987,15,55,18,1,0,W1
2,1987,15,40,56,2,0,W1
2,1987,15,47,13,0,2,W2
2,1987,16,57,59,1,1,D
2,1987,16,50,58,1,0,W1
2,1987,16,36,44,2,1,W1
2,1987,16,56,60,1,0,W1
2,1987,16,13,30,1,0,W1
2,1987,16,18,47,1,1,D
2,1987,16,5,37,1,0,W1
2,1987,16,55,40,2,0,W1
2,1987,16,54,33,1,0,W1
2,1987,17,30,40,1,1,D
2,1987,17,60,18,1,1,D
2,1987,17,44,56,2,0,W1
2,1987,17,58,13,0,0,D
2,1987,17,59,50,1,0,W1
2,1987,17,33,57,2,0,W1
2,1987,17,5,54,0,2,W2
2,1987,17,37,36,1,0,W1
2,1987,17,47,55,1,1,D
2,1987,18,57,37,1,2,W2
2,1987,18,50,5,1,0,W1
2,1987,18,36,59,1,0,W1
2,1987,18,56,58,1,1,D
2,1987,18,13,54,3,1,W1
2,1987,18,18,44,2,1,W1
2,1987,18,55,30,1,0,W1
2,1987,18,40,33,1,0,W1
2,1987,18,47,60,1,0,W1
2,1987,19,30,47,2,0,W1
2,1987,19,60,13,0,4,W2
2,1987,19,44,55,3,1,W1
2,1987,19,58,40,1,2,W2
2,1987,19,59,18,3,1,W1
2,1987,19,33,56,1,2,W2
2,1987,19,5,36,3,0,W1
2,1987,19,37,50,2,1,W1
2,1987,19,54,57,1,0,W1
2,1987,20,30,44,0,1,W2
2,1987,20,50,57,1,1,D
2,1987,20,36,33,1,0,W1
2,1987,20,56,54,0,1,W2
2,1987,20,13,5,3,0,W1
2,1987,20,18,37,1,1,D
2,1987,20,55,58,2,0,W1
2,1987,20,40,60,0,1,W2
2,1987,20,47,59,4,1,W1
2,1987,21,57,36,1,1,D
2,1987,21,60,30,1,0,W1
2,1987,21,44,40,1,2,W2
2,1987,21,58,47,1,1,D
2,1987,21,59,13,0,5,W2
2,1987,21,33,55,0,0,D
2,1987,21,5,18,3,0,W1
2,1987,21,37,56,0,1,W2
2,1987,21,54,50,2,1,W1
2,1987,22,30,58,0,0,D
2,1987,22,60,44,2,1,W1
2,1987,22,36,54,1,2,W2
2,1987,22,56,50,2,0,W1
2,1987,22,13,37,3,0,W1
2,1987,22,18,57,3,1,W1
2,1987,22,55,59,1,1,D
2,1987,22,40,5,1,1,D
2,1987,22,47,33,1,2,W2
2,1987,23,57,40,0,1,W2
2,1987,23,50,36,2,1,W1
2,1987,23,44,47,1,0,W1
2,1987,23,58,60,1,3,W2
2,1987,23,59,30,4,2,W1
2,1987,23,33,13,0,2,W2
2,1987,23,5,56,3,0,W1
2,1987,23,37,55,3,1,W1
2,1987,23,54,18,0,0,D
2,1987,24,30,37,0,0,D
2,1987,24,60,59,3,2,W1
2,1987,24,44,58,2,1,W1
2,1987,24,56,36,1,0,W1
2,1987,24,13,57,2,1,W1
2,1987,24,18,33,3,0,W1
2,1987,24,55,5,2,2,D
2,1987,24,40,54,0,1,W2
2,1987,24,47,50,3,0,W1
2,1987,25,57,56,2,0,W1
2,1987,25,50,13,1,4,W2
2,1987,25,36,40,2,1,W1
2,1987,25,58,18,0,0,D
2,1987,25,59,44,3,2,W1
2,1987,25,33,60,0,0,D
2,1987,25,5,30,0,2,W2
2,1987,25,37,47,2,0,W1
2,1987,25,54,55,0,1,W2
2,1987,26,30,56,0,0,D
2,1987,26,60,5,0,3,W2
2,1987,26,44,33,3,0,W1
2,1987,26,58,59,4,2,W1
2,1987,26,13,36,2,0,W1
2,1987,26,18,50,1,1,D
2,1987,26,55,57,2,4,W2
2,1987,26,40,37,1,0,W1
2,1987,26,47,54,1,2,W2
2,1987,27,57,30,2,1,W1
2,1987,27,50,55,3,1,W1
2,1987,27,36,18,1,0,W1
2,1987,27,56,13,0,2,W2
2,1987,27,59,40,3,1,W1
2,1987,27,33,58,4,0,W1
2,1987,27,5,47,1,4,W2
2,1987,27,37,60,2,1,W1
2,1987,27,54,44,1,1,D
2,1987,28,30,54,2,0,W1
2,1987,28,60,50,0,0,D
2,1987,28,44,37,1,1,D
2,1987,28,58,5,0,0,D
2,1987,28,59,33,2,2,D
2,1987,28,18,56,2,1,W1
2,1987,28,55,36,1,1,D
2,1987,28,40,13,1,2,W2
2,1987,28,47,57,0,2,W2
2,1987,29,57,60,3,1,W1
2,1987,29,50,40,1,0,W1
2,1987,29,36,47,2,0,W1
2,1987,29,56,55,1,0,W1
2,1987,29,13,18,4,3,W1
2,1987,29,33,30,0,1,W2
2,1987,29,5,44,2,1,W1
2,1987,29,37,58,1,0,W1
2,1987,29,54,59,1,1,D
2,1987,30,30,50,2,0,W1
2,1987,30,60,36,3,0,W1
2,1987,30,44,57,0,0,D
2,1987,30,58,54,2,1,W1
2,1987,30,59,37,3,1,W1
2,1987,30,33,5,1,1,D
2,1987,30,55,13,2,4,W2
2,1987,30,40,18,1,1,D
2,1987,30,47,56,3,0,W1
2,1987,31,57,58,2,0,W1
2,1987,31,50,44,3,0,W1
2,1987,31,36,30,2,0,W1
2,1987,31,56,40,3,1,W1
2,1987,31,13,47,3,0,W1
2,1987,31,18,55,1,0,W1
2,1987,31,5,59,2,1,W1
2,1987,31,37,33,1,0,W1
2,1987,31,54,60,2,0,W1
2,1987,32,30,13,0,1,W2
2,1987,32,60,56,0,3,W2
2,1987,32,44,36,3,1,W1
2,1987,32,59,57,3,1,W1
2,1987,32,33,54,4,0,W1
2,1987,32,37,5,2,2,D
2,1987,32,40,55,0,2,W2
2,1987,32,58,50,1,2,W2
2,1987,32,47,18,0,1,W2
2,1987,33,57,33,1,1,D
2,1987,33,50,59,2,0,W1
2,1987,33,36,37,1,2,W2
2,1987,33,56,44,1,2,W2
2,1987,33,13,58,6,0,W1
2,1987,33,18,60,2,0,W1
2,1987,33,55,47,1,1,D
2,1987,33,40,30,1,0,W1
2,1987,33,54,5,3,3,D
2,1987,34,30,18,3,1,W1
2,1987,34,60,55,2,2,D
2,1987,34,44,13,1,0,W1
2,1987,34,58,36,6,0,W1
2,1987,34,59,56,0,0,D
2,1987,34,33,50,1,0,W1
2,1987,34,5,57,2,1,W1
2,1987,34,37,54,4,0,W1
2,1987,34,47,40,0,1,W2
3,1987,1,61,19,1,1,D
3,1987,1,62,27,1,1,D
3,1987,1,32,63,0,1,W2
3,1987,1,34,39,1,2,W2
3,1987,1,11,21,3,0,W1
3,1987,1,48,64,2,0,W1
3,1987,1,24,65,4,2,W1
3,1987,1,66,67,2,1,W1
3,1987,1,15,22,5,0,W1
3,1987,2,65,67,0,0,D
3,1987,2,64,24,1,2,W2
3,1987,2,21,48,5,3,W1
3,1987,2,63,11,0,0,D
3,1987,2,39,32,2,1,W1
3,1987,2,27,66,2,1,W1
3,1987,2,19,62,2,0,W1
3,1987,2,22,61,5,2,W1
3,1987,2,15,34,0,0,D
3,1987,3,61,15,1,0,W1
3,1987,3,62,22,0,0,D
3,1987,3,32,19,1,0,W1
3,1987,3,34,27,1,0,W1
3,1987,3,11,39,1,0,W1
3,1987,3,48,65,1,1,D
3,1987,3,24,21,1,1,D
3,1987,3,66,63,2,0,W1
3,1987,3,67,64,1,0,W1
3,1987,4,61,11,0,1,W2
3,1987,4,64,66,1,0,W1
3,1987,4,21,65,2,2,D
3,1987,4,63,24,1,1,D
3,1987,4,39,67,1,0,W1
3,1987,4,27,32,0,1,W2
3,1987,4,19,34,2,0,W1
3,1987,4,22,48,0,3,W2
3,1987,4,15,62,2,1,W1
3,1987,5,65,64,1,1,D
3,1987,5,62,61,1,0,W1
3,1987,5,32,15,3,3,D
3,1987,5,34,22,2,0,W1
3,1987,5,11,19,3,1,W1
3,1987,5,48,39,1,3,W2
3,1987,5,24,27,2,1,W1
3,1987,5,66,21,2,0,W1
3,1987,5,67,63,2,2,D
3,1987,6,61,32,1,0,W1
3,1987,6,62,34,1,1,D
3,1987,6,21,64,2,0,W1
3,1987,6,63,65,1,3,W2
3,1987,6,39,24,1,1,D
3,1987,6,27,67,1,0,W1
3,1987,6,19,66,2,1,W1
3,1987,6,22,11,0,1,W2
3,1987,6,15,48,2,0,W1
3,1987,7,65,15,0,2,W2
3,1987,7,64,63,1,0,W1
3,1987,7,32,62,1,2,W2
3,1987,7,34,61,1,1,D
3,1987,7,11,27,3,0,W1
3,1987,7,48,19,3,2,W1
3,1987,7,24,22,4,1,W1
3,1987,7,66,39,2,1,W1
3,1987,7,67,21,1,1,D
3,1987,8,61,65,2,3,W2
3,1987,8,62,11,1,1,D
3,1987,8,32,34,0,2,W2
3,1987,8,63,21,1,0,W1
3,1987,8,39,64,1,2,W2
3,1987,8,27,48,1,1,D
3,1987,8,19,24,1,1,D
3,1987,8,22,66,0,1,W2
3,1987,8,15,67,1,0,W1
3,1987,9,65,19,0,2,W2
3,1987,9,64,27,0,0,D
3,1987,9,21,39,1,1,D
3,1987,9,34,63,1,1,D
3,1987,9,11,32,1,1,D
3,1987,9,48,62,0,1,W2
3,1987,9,24,15,2,1,W1
3,1987,9,66,61,1,1,D
3,1987,9,67,22,1,1,D
3,1987,10,61,24,2,0,W1
3,1987,10,62,67,1,0,W1
3,1987,10,32,48,1,0,W1
3,1987,10,34,66,3,0,W1
3,1987,10,39,63,1,0,W1
3,1987,10,27,21,3,1,W1
3,1987,10,19,64,1,0,W1
3,1987,10,22,65,0,0,D
3,1987,10,15,11,0,1,W2
3,1987,11,65,39,1,1,D
3,1987,11,64,22,0,0,D
3,1987,11,21,15,2,2,D
3,1987,11,63,27,2,1,W1
3,1987,11,11,34,3,1,W1
3,1987,11,48,61,2,3,W2
3,1987,11,24,62,1,0,W1
3,1987,11,66,32,2,1,W1
3,1987,11,67,19,3,0,W1
3,1987,12,61,67,2,1,W1
3,1987,12,62,65,2,1,W1
3,1987,12,32,24,4,3,W1
3,1987,12,34,48,2,0,W1
3,1987,12,11,66,0,0,D
3,1987,12,27,39,1,0,W1
3,1987,12,19,63,0,1,W2
3,1987,12,22,21,1,1,D
3,1987,12,15,64,2,0,W1
3,1987,13,65,27,0,0,D
