No LEAGUE,YEAR,No WEEK,No TEAM1,No TEAM2,GOALTEAM1,GOALTEAM2,CODEWID
4,2001,3,30,52,2,0,W1
4,2001,3,49,59,3,0,W1
4,2001,3,58,15,1,1,D
8,2001,1,112,111,3,0,W1
8,2001,1,119,128,0,2,W2
8,2001,1,115,125,0,0,D
8,2001,1,127,113,1,0,W1
8,2001,1,116,121,0,2,W2
8,2001,1,124,169,3,1,W1
8,2001,1,120,118,3,1,W1
8,2001,1,168,114,2,2,D
1,2001,4,17,9,2,1,W1
1,2001,4,13,65,2,2,D
1,2001,4,27,8,1,0,W1
1,2001,4,6,36,1,2,W2
1,2001,4,14,10,0,1,W2
1,2001,4,1,95,0,1,W2
1,2001,4,5,48,3,0,W1
1,2001,4,7,2,2,2,D
4,2001,4,59,12,1,0,W1
4,2001,4,11,26,4,1,W1
4,2001,4,31,33,2,0,W1
4,2001,4,40,16,0,0,D
4,2001,4,34,30,0,1,W2
4,2001,4,29,100,2,2,D
4,2001,4,68,58,0,2,W2
4,2001,4,52,49,2,0,W1
4,2001,4,15,18,1,0,W1
4,2001,4,22,25,1,0,W1
9,2001,1,129,136,1,2,W2
9,2001,1,145,194,2,1,W1
9,2001,1,135,146,2,0,W1
9,2001,1,137,195,0,5,W2
9,2001,1,139,132,2,1,W1
9,2001,1,134,142,0,4,W2
9,2001,1,141,144,1,0,W1
9,2001,1,143,138,0,0,D
1,2001,4,3,41,2,1,W1
8,2001,2,114,119,2,0,W1
8,2001,2,169,168,2,0,W1
8,2001,2,111,124,2,0,W1
8,2001,2,113,112,4,1,W1
8,2001,2,118,127,3,0,W1
8,2001,2,123,120,1,0,W1
8,2001,2,125,167,2,2,D
8,2001,2,121,115,2,1,W1
9,2001,1,131,148,1,1,D
9,2001,1,147,196,3,2,W1
8,2001,2,128,116,0,1,W2
1,2001,5,95,5,0,2,W2
1,2001,5,41,14,2,0,W1
1,2001,5,2,27,3,0,W1
1,2001,5,9,13,0,0,D
1,2001,5,65,7,2,0,W1
1,2001,5,48,6,1,0,W1
1,2001,5,8,3,1,1,D
1,2001,5,36,1,1,0,W1
4,2001,5,100,12,1,1,D
4,2001,5,18,34,0,0,D
4,2001,5,11,52,2,0,W1
4,2001,5,25,31,3,1,W1
4,2001,5,16,59,4,0,W1
4,2001,5,26,40,1,0,W1
4,2001,5,33,22,0,2,W2
4,2001,5,30,15,2,2,D
4,2001,5,49,68,2,1,W1
4,2001,5,58,29,1,0,W1
9,2001,3,142,137,4,0,W1
9,2001,3,194,143,2,1,W1
9,2001,3,136,134,2,0,W1
9,2001,3,196,145,0,0,D
9,2001,3,144,129,0,1,W2
9,2001,3,146,131,0,2,W2
9,2001,3,132,135,0,0,D
1,2001,5,10,17,1,1,D
8,2001,3,114,169,3,2,W1
8,2001,3,168,111,1,1,D
8,2001,3,127,123,0,1,W2
8,2001,3,120,125,1,2,W2
8,2001,3,167,121,0,0,D
8,2001,3,115,128,4,0,W1
9,2001,3,138,147,1,1,D
9,2001,3,148,141,1,1,D
11,2001,1,176,186,3,2,W1
11,2001,1,171,181,1,0,W1
11,2001,1,174,184,4,0,W1
11,2001,1,175,185,0,3,W2
11,2001,1,170,198,1,3,W2
11,2001,1,172,199,0,2,W2
11,2001,1,177,187,0,3,W2
11,2001,1,179,189,1,2,W2
11,2001,1,173,183,1,2,W2
11,2001,1,178,197,2,1,W1
10,2001,1,162,165,1,0,W1
10,2001,1,164,153,2,2,D
10,2001,1,156,190,0,2,W2
10,2001,1,160,157,4,1,W1
10,2001,1,152,191,4,0,W1
10,2001,1,166,192,1,1,D
10,2001,1,158,155,1,1,D
10,2001,1,163,193,2,2,D
10,2001,1,150,161,1,1,D
9,2001,2,142,135,1,2,W2
9,2001,2,195,134,1,0,W1
9,2001,2,144,145,3,1,W1
9,2001,2,194,147,2,2,D
9,2001,2,136,143,1,1,D
9,2001,2,196,141,2,0,W1
9,2001,3,195,139,2,1,W1
8,2001,3,124,113,1,3,W2
8,2001,3,112,118,2,0,W1
8,2001,3,119,116,1,3,W2
4,2001,6,15,49,2,4,W2
4,2001,6,12,58,1,0,W1
4,2001,6,31,11,1,1,D
4,2001,6,40,33,0,0,D
4,2001,6,34,25,1,0,W1
4,2001,6,29,18,1,0,W1
4,2001,6,59,100,2,1,W1
4,2001,6,68,30,3,1,W1
4,2001,6,22,26,2,0,W1
4,2001,6,52,16,4,2,W1
1,2001,6,27,65,1,1,D
1,2001,6,2,10,2,2,D
1,2001,6,6,41,1,1,D
1,2001,6,7,95,2,0,W1
1,2001,6,14,36,0,1,W2
1,2001,6,1,5,0,0,D
1,2001,6,17,48,1,0,W1
1,2001,6,3,9,1,0,W1
4,2001,7,18,68,3,1,W1
4,2001,7,31,59,0,0,D
4,2001,7,25,52,1,2,W2
4,2001,7,16,22,0,0,D
4,2001,7,26,15,0,1,W2
4,2001,7,33,34,1,0,W1
4,2001,7,30,29,1,1,D
4,2001,7,49,12,2,1,W1
4,2001,7,58,100,2,0,W1
9,2001,4,131,142,1,1,D
9,2001,4,145,132,0,0,D
9,2001,4,135,195,0,0,D
9,2001,4,137,144,1,1,D
9,2001,4,139,138,1,3,W2
9,2001,4,147,136,4,1,W1
9,2001,4,134,148,1,4,W2
9,2001,4,141,194,1,0,W1
9,2001,4,143,146,2,0,W1
11,2001,2,181,176,1,1,D
11,2001,2,185,174,0,1,W2
11,2001,2,198,175,0,1,W2
11,2001,2,189,177,3,0,W1
10,2001,2,165,152,0,2,W2
10,2001,2,190,162,2,0,W1
10,2001,2,155,160,2,2,D
10,2001,2,157,166,0,0,D
10,2001,2,192,158,1,2,W2
10,2001,2,161,163,1,1,D
10,2001,2,193,164,1,3,W2
10,2001,2,191,150,0,1,W2
8,2001,4,118,124,0,1,W2
8,2001,4,123,112,1,2,W2
8,2001,4,125,127,1,1,D
9,2001,4,129,196,1,1,D
11,2001,2,186,178,2,0,W1
11,2001,2,184,171,1,1,D
11,2001,2,199,170,2,0,W1
11,2001,2,187,172,3,0,W1
11,2001,2,183,179,1,1,D
11,2001,2,197,173,1,1,D
10,2001,2,153,156,5,2,W1
8,2001,4,169,119,3,0,W1
8,2001,4,111,114,3,3,D
8,2001,4,113,168,3,0,W1
8,2001,4,121,120,1,1,D
8,2001,4,128,167,1,0,W1
1,2001,7,65,2,1,1,D
1,2001,7,95,17,0,1,W2
1,2001,7,10,13,3,0,W1
1,2001,7,48,14,0,2,W2
1,2001,7,36,3,0,1,W2
1,2001,7,5,6,4,1,W1
1,2001,6,13,8,2,0,W1
11,2001,3,175,199,0,0,D
11,2001,3,177,183,0,0,D
11,2001,3,186,181,3,1,W1
11,2001,3,174,198,1,2,W2
9,2001,5,196,142,1,3,W2
9,2001,5,136,139,1,3,W2
9,2001,5,195,146,0,1,W2
9,2001,5,145,137,2,3,W2
9,2001,5,134,132,2,0,W1
9,2001,5,148,147,4,3,W1
8,2001,5,112,125,1,0,W1
8,2001,5,114,113,0,0,D
8,2001,5,168,118,1,5,W2
8,2001,4,116,115,2,1,W1
8,2001,1,167,123,2,1,W1
1,2001,7,41,1,1,1,D
1,2001,7,8,7,0,0,D
9,2001,5,143,131,2,3,W2
9,2001,5,138,141,0,0,D
9,2001,5,144,194,1,1,D
9,2001,5,129,135,0,2,W2
11,2001,3,176,184,1,2,W2
11,2001,3,171,185,1,0,W1
11,2001,3,172,189,2,0,W1
11,2001,3,170,187,0,0,D
11,2001,3,178,173,2,3,W2
11,2001,3,179,197,1,2,W2
10,2001,3,162,155,1,0,W1
10,2001,3,164,158,1,1,D
10,2001,3,150,157,1,1,D
10,2001,3,163,153,1,2,W2
10,2001,3,166,193,0,0,D
10,2001,3,192,161,2,0,W1
10,2001,3,160,191,2,1,W1
10,2001,3,156,165,3,1,W1
10,2001,3,152,190,3,2,W1
8,2001,5,169,111,4,1,W1
8,2001,5,167,116,2,0,W1
8,2001,5,120,128,1,1,D
8,2001,5,124,123,5,0,W1
8,2001,5,119,115,1,0,W1
8,2001,5,127,121,3,1,W1
1,2001,8,14,5,2,0,W1
1,2001,8,17,36,2,1,W1
1,2001,8,27,95,0,1,W2
1,2001,8,1,6,2,0,W1
1,2001,8,3,48,2,2,D
1,2001,8,7,10,3,0,W1
1,2001,8,2,9,0,0,D
4,2001,8,22,11,1,0,W1
4,2001,8,40,31,0,0,D
4,2001,8,34,26,2,1,W1
4,2001,8,29,49,1,1,D
4,2001,8,68,16,0,0,D
4,2001,8,52,33,1,1,D
4,2001,8,59,58,0,1,W2
4,2001,8,12,30,1,1,D
4,2001,8,15,25,1,0,W1
4,2001,9,40,68,1,1,D
4,2001,9,16,29,3,0,W1
4,2001,9,26,52,2,1,W1
4,2001,9,49,58,1,1,D
4,2001,9,18,59,0,1,W2
4,2001,9,25,12,1,1,D
4,2001,9,30,100,1,2,W2
4,2001,9,33,15,0,3,W2
9,2001,6,141,143,1,2,W2
9,2001,6,194,195,1,1,D
9,2001,6,137,134,1,2,W2
9,2001,7,142,195,1,1,D
9,2001,7,137,196,0,0,D
9,2001,7,139,143,1,0,W1
9,2001,7,194,136,1,0,W1
9,2001,7,141,129,2,2,D
9,2001,7,147,144,4,0,W1
11,2001,4,185,176,0,0,D
11,2001,4,199,174,2,3,W2
11,2001,4,183,172,2,0,W1
11,2001,4,189,170,1,0,W1
11,2001,4,181,178,5,1,W1
1,2001,7,9,27,0,0,D
8,2001,6,113,169,3,0,W1
8,2001,6,121,112,0,3,W2
8,2001,6,115,167,6,0,W1
1,2001,8,13,41,3,0,W1
1,2001,8,65,8,0,2,W2
9,2001,7,131,134,2,2,D
9,2001,7,135,145,3,0,W1
9,2001,7,132,148,3,0,W1
11,2001,4,173,179,2,1,W1
11,2001,4,198,171,2,2,D
11,2001,4,197,177,0,1,W2
11,2001,4,184,186,0,2,W2
11,2001,4,187,175,2,0,W1
10,2001,4,155,164,1,0,W1
10,2001,4,191,162,0,1,W2
10,2001,4,157,163,1,2,W2
10,2001,4,161,156,2,1,W1
10,2001,4,193,160,0,1,W2
10,2001,4,153,166,2,0,W1
10,2001,4,165,150,1,0,W1
10,2001,4,190,192,4,2,W1
10,2001,4,158,152,0,0,D
8,2001,6,123,168,4,2,W1
8,2001,6,111,119,1,1,D
8,2001,6,116,120,1,1,D
8,2001,6,128,127,1,3,W2
8,2001,6,118,114,1,1,D
8,2001,6,125,124,2,0,W1
1,2001,9,6,14,0,0,D
1,2001,9,5,27,4,0,W1
1,2001,9,10,3,1,1,D
1,2001,9,36,7,1,0,W1
1,2001,9,9,65,1,3,W2
1,2001,9,48,1,1,0,W1
4,2001,9,11,34,2,2,D
4,2001,9,31,22,0,0,D
4,2001,10,34,31,2,0,W1
4,2001,10,68,25,0,2,W2
4,2001,10,15,16,0,0,D
4,2001,10,22,40,1,3,W2
4,2001,10,100,49,0,0,D
4,2001,10,59,30,0,0,D
4,2001,10,58,33,1,1,D
4,2001,10,52,18,2,3,W2
4,2001,10,29,26,0,3,W2
9,2001,8,136,132,5,0,W1
9,2001,8,195,141,0,2,W2
9,2001,8,145,142,0,2,W2
9,2001,8,134,146,1,3,W2
9,2001,8,129,137,2,0,W1
9,2001,8,143,147,3,5,W2
1,2001,9,8,2,1,0,W1
1,2001,9,41,17,1,1,D
1,2001,9,95,13,2,2,D
4,2001,10,12,11,1,1,D
9,2001,8,196,131,1,1,D
9,2001,8,144,135,1,2,W2
9,2001,8,148,139,0,2,W2
9,2001,8,138,194,2,0,W1
11,2001,5,171,199,0,0,D
11,2001,5,177,173,1,0,W1
11,2001,5,174,187,2,2,D
11,2001,5,186,185,1,0,W1
11,2001,5,175,189,0,1,W2
11,2001,5,172,197,0,0,D
11,2001,5,181,184,2,2,D
11,2001,5,176,198,1,2,W2
11,2001,5,170,183,0,2,W2
11,2001,5,178,179,3,1,W1
10,2001,5,150,158,2,1,W1
10,2001,5,166,155,0,0,D
10,2001,5,157,153,3,1,W1
10,2001,5,192,193,3,1,W1
10,2001,5,156,191,3,1,W1
10,2001,5,160,162,1,0,W1
10,2001,5,163,190,1,2,W2
10,2001,5,164,165,3,3,D
10,2001,5,152,161,0,2,W2
8,2001,7,112,128,1,1,D
8,2001,7,168,125,2,0,W1
8,2001,7,119,167,2,1,W1
8,2001,7,114,123,3,2,W1
8,2001,7,111,113,2,0,W1
8,2001,7,120,115,0,0,D
8,2001,7,169,118,0,1,W2
11,2001,6,187,171,1,1,D
11,2001,6,199,176,1,0,W1
11,2001,6,173,172,2,0,W1
11,2001,6,189,174,1,1,D
11,2001,6,185,181,4,2,W1
11,2001,6,179,177,0,1,W2
11,2001,6,183,175,3,0,W1
11,2001,6,184,178,0,1,W2
11,2001,6,198,186,0,0,D
11,2001,6,197,170,3,2,W1
4,2001,11,25,59,4,1,W1
4,2001,11,26,68,2,1,W1
4,2001,11,33,29,0,1,W2
4,2001,11,11,15,3,1,W1
4,2001,11,30,49,2,1,W1
4,2001,11,31,52,1,2,W2
4,2001,11,16,100,1,0,W1
4,2001,11,18,58,0,1,W2
4,2001,11,22,12,3,0,W1
4,2001,11,40,34,2,2,D
8,2001,7,127,116,5,0,W1
8,2001,7,124,121,2,1,W1
1,2001,10,7,41,2,0,W1
1,2001,10,65,10,2,3,W2
1,2001,10,17,6,1,0,W1
1,2001,10,13,36,4,1,W1
1,2001,10,3,95,1,3,W2
1,2001,10,27,48,2,1,W1
1,2001,10,9,8,0,0,D
1,2001,10,14,1,0,2,W2
4,2001,12,15,31,2,1,W1
4,2001,12,34,22,2,2,D
4,2001,12,49,18,4,0,W1
4,2001,12,52,40,0,0,D
4,2001,12,68,11,0,0,D
4,2001,12,12,16,0,1,W2
4,2001,12,29,25,1,0,W1
4,2001,12,100,26,0,2,W2
4,2001,12,59,33,0,5,W2
4,2001,12,58,30,1,1,D
9,2001,9,131,137,2,0,W1
9,2001,9,146,142,0,2,W2
9,2001,9,144,136,0,0,D
9,2001,9,139,135,1,1,D
9,2001,9,195,148,0,4,W2
9,2001,9,141,147,1,3,W2
9,2001,9,129,134,0,0,D
1,2001,10,2,5,2,2,D
9,2001,9,194,132,7,1,W1
11,2001,8,177,172,0,2,W2
11,2001,8,189,176,1,2,W2
11,2001,8,183,171,2,2,D
11,2001,8,187,186,3,1,W1
11,2001,8,198,184,1,4,W2
11,2001,8,179,170,2,1,W1
11,2001,8,185,178,2,0,W1
11,2001,8,199,181,0,0,D
11,2001,8,173,175,2,2,D
11,2001,8,197,174,1,2,W2
10,2001,7,150,162,0,1,W2
10,2001,7,153,191,1,1,D
10,2001,7,155,192,2,2,D
10,2001,7,158,156,4,1,W1
10,2001,7,163,160,1,1,D
10,2001,7,164,190,2,2,D
10,2001,7,152,193,3,3,D
10,2001,7,157,161,0,0,D
10,2001,7,166,165,2,0,W1
9,2001,9,143,145,3,1,W1
9,2001,7,146,138,1,3,W2
1,2001,11,36,27,1,2,W2
1,2001,11,6,3,2,2,D
1,2001,11,1,17,0,0,D
1,2001,11,48,7,2,1,W1
1,2001,11,10,9,2,0,W1
1,2001,11,5,13,1,1,D
4,2001,13,40,15,2,2,D
4,2001,13,31,68,1,1,D
4,2001,13,25,58,3,1,W1
4,2001,13,16,49,2,1,W1
4,2001,13,34,52,2,0,W1
4,2001,13,22,59,1,0,W1
4,2001,13,18,30,2,0,W1
4,2001,13,26,12,1,1,D
4,2001,13,33,100,2,1,W1
4,2001,13,11,29,2,0,W1
9,2001,10,136,138,3,2,W1
9,2001,10,137,139,1,4,W2
9,2001,10,132,146,2,0,W1
9,2001,10,142,194,3,3,D
9,2001,10,147,195,1,2,W2
9,2001,10,145,129,1,1,D
11,2001,9,174,173,1,0,W1
11,2001,9,176,183,1,1,D
11,2001,9,170,177,2,1,W1
11,2001,9,186,189,1,1,D
11,2001,9,185,198,1,1,D
8,2001,8,118,111,1,5,W2
8,2001,8,123,169,1,1,D
8,2001,8,121,168,1,0,W1
8,2001,8,128,124,2,1,W1
8,2001,8,113,119,3,0,W1
8,2001,8,167,120,1,1,D
8,2001,8,125,114,1,1,D
8,2001,8,115,127,2,1,W1
8,2001,8,116,112,2,0,W1
8,2001,9,113,118,1,2,W2
8,2001,9,114,121,2,0,W1
8,2001,9,124,116,2,0,W1
1,2001,11,41,2,1,2,W2
1,2001,11,8,14,1,0,W1
1,2001,11,95,65,4,2,W1
9,2001,10,196,144,1,1,D
9,2001,10,135,131,0,0,D
9,2001,10,148,143,0,2,W2
11,2001,9,184,199,1,3,W2
11,2001,9,181,187,1,1,D
11,2001,9,171,197,2,0,W1
11,2001,9,178,172,2,0,W1
11,2001,9,175,179,3,0,W1
10,2001,8,161,158,5,1,W1
10,2001,8,193,157,1,0,W1
10,2001,8,156,150,0,2,W2
10,2001,8,192,164,0,1,W2
10,2001,8,191,166,0,0,D
10,2001,8,190,155,1,0,W1
10,2001,8,160,153,2,4,W2
10,2001,8,165,163,1,5,W2
10,2001,8,162,152,0,0,D
8,2001,9,119,120,3,2,W1
8,2001,9,111,123,6,2,W1
8,2001,9,168,128,2,0,W1
8,2001,9,169,125,1,1,D
1,2001,12,2,36,1,0,W1
1,2001,12,17,14,2,0,W1
1,2001,12,7,5,2,1,W1
1,2001,12,13,6,0,1,W2
1,2001,12,8,41,2,1,W1
1,2001,12,65,48,6,2,W1
1,2001,12,9,95,2,0,W1
1,2001,12,27,10,1,2,W2
1,2001,12,3,1,2,0,W1
4,2001,14,49,26,1,1,D
4,2001,14,29,31,3,1,W1
4,2001,14,68,33,1,1,D
4,2001,14,30,16,1,1,D
4,2001,14,52,22,0,0,D
4,2001,14,58,11,2,1,W1
4,2001,14,12,18,1,0,W1
4,2001,14,59,40,1,1,D
9,2001,11,138,195,3,2,W1
9,2001,11,196,146,2,1,W1
9,2001,11,141,142,1,1,D
9,2001,11,143,134,2,1,W1
9,2001,11,136,148,1,3,W2
9,2001,11,129,139,0,2,W2
9,2001,11,147,135,1,1,D
11,2001,10,177,175,4,0,W1
11,2001,10,189,181,2,3,W2
11,2001,10,172,170,0,1,W2
11,2001,10,179,174,2,1,W1
11,2001,10,183,186,3,0,W1
8,2001,9,127,167,0,0,D
8,2001,9,112,115,3,0,W1
8,2001,10,116,168,4,0,W1
8,2001,10,115,124,1,0,W1
8,2001,10,120,127,0,6,W2
8,2001,10,128,114,0,2,W2
8,2001,10,167,112,0,2,W2
4,2001,14,15,34,1,0,W1
4,2001,14,100,25,1,1,D
9,2001,11,145,131,1,1,D
9,2001,11,144,132,2,3,W2
11,2001,10,173,171,1,1,D
11,2001,10,199,185,1,0,W1
11,2001,10,187,184,1,1,D
11,2001,10,197,176,0,2,W2
11,2001,10,198,178,1,1,D
10,2001,9,155,150,2,2,D
10,2001,9,164,191,3,2,W1
10,2001,9,153,162,0,0,D
10,2001,9,157,192,1,0,W1
10,2001,9,163,156,1,2,W2
10,2001,9,190,193,3,0,W1
10,2001,9,158,165,0,2,W2
10,2001,9,161,166,2,0,W1
10,2001,9,152,160,0,0,D
1,2001,13,36,65,3,1,W1
1,2001,13,1,27,2,1,W1
1,2001,13,48,13,0,0,D
1,2001,13,41,9,2,0,W1
1,2001,13,6,7,2,1,W1
9,2001,12,195,136,2,2,D
9,2001,12,132,196,0,2,W2
9,2001,12,137,141,1,0,W1
9,2001,12,134,145,5,1,W1
9,2001,12,148,138,3,0,W1
9,2001,12,146,194,1,2,W2
11,2001,11,198,199,2,1,W1
8,2001,10,118,119,1,0,W1
8,2001,10,121,169,2,1,W1
8,2001,10,125,111,4,1,W1
9,2001,11,194,137,0,0,D
9,2001,10,134,141,2,0,W1
1,2001,13,5,17,4,2,W1
1,2001,13,95,2,1,0,W1
1,2001,13,14,3,2,0,W1
1,2001,13,10,8,0,0,D
9,2001,12,131,144,2,1,W1
9,2001,12,135,143,2,1,W1
9,2001,12,142,129,2,4,W2
9,2001,12,139,147,3,1,W1
11,2001,11,176,173,1,3,W2
11,2001,11,174,177,5,1,W1
11,2001,11,185,187,4,2,W1
11,2001,11,184,189,1,0,W1
11,2001,11,171,179,2,1,W1
11,2001,11,175,172,2,0,W1
11,2001,11,181,183,2,0,W1
11,2001,11,186,197,0,1,W2
11,2001,11,178,170,1,2,W2
10,2001,10,155,157,2,1,W1
10,2001,10,193,153,1,0,W1
10,2001,10,160,158,2,0,W1
10,2001,10,192,163,1,2,W2
10,2001,10,162,156,3,2,W1
10,2001,10,166,164,5,0,W1
10,2001,10,150,152,2,2,D
10,2001,10,165,161,1,1,D
10,2001,10,191,190,0,0,D
8,2001,11,118,123,1,1,D
8,2001,11,113,125,2,1,W1
8,2001,11,111,121,2,2,D
8,2001,11,124,167,1,0,W1
8,2001,11,169,128,2,0,W1
8,2001,11,114,116,0,0,D
8,2001,11,168,115,0,0,D
4,2001,15,40,29,1,0,W1
4,2001,15,25,30,3,0,W1
4,2001,15,33,49,1,2,W2
4,2001,15,34,59,1,0,W1
4,2001,15,26,58,2,1,W1
4,2001,15,16,18,5,0,W1
4,2001,15,31,12,0,2,W2
4,2001,15,52,68,1,0,W1
4,2001,15,11,100,1,0,W1
4,2001,15,22,15,1,1,D
8,2001,11,112,120,5,0,W1
8,2001,11,119,127,1,5,W2
11,2001,12,177,171,0,0,D
11,2001,12,172,174,3,1,W1
11,2001,12,189,185,2,0,W1
11,2001,12,179,176,3,0,W1
11,2001,12,183,184,4,0,W1
11,2001,12,199,178,2,1,W1
11,2001,12,187,198,2,3,W2
11,2001,12,197,181,2,1,W1
11,2001,12,170,175,1,2,W2
11,2001,12,173,186,0,0,D
4,2001,16,49,25,2,0,W1
4,2001,16,68,34,1,3,W2
4,2001,16,100,31,2,3,W2
4,2001,16,18,26,0,0,D
4,2001,16,30,33,1,1,D
4,2001,16,29,22,2,2,D
4,2001,16,15,52,1,1,D
4,2001,16,12,40,1,0,W1
4,2001,16,58,16,3,0,W1
4,2001,17,22,68,2,0,W1
4,2001,17,15,12,2,4,W2
4,2001,17,52,59,0,0,D
4,2001,17,33,18,0,0,D
4,2001,17,34,29,0,1,W2
4,2001,17,25,16,0,1,W2
4,2001,17,40,100,2,3,W2
4,2001,17,31,58,0,0,D
4,2001,17,11,49,1,0,W1
1,2001,14,2,48,1,1,D
1,2001,14,10,41,1,0,W1
1,2001,14,13,14,2,0,W1
1,2001,14,65,5,0,3,W2
1,2001,14,9,36,2,1,W1
1,2001,14,8,95,2,3,W2
1,2001,14,3,17,2,1,W1
1,2001,14,7,1,1,1,D
1,2001,14,27,6,2,0,W1
10,2001,11,158,162,1,0,W1
10,2001,11,157,164,1,1,D
10,2001,11,156,193,0,0,D
10,2001,11,153,192,0,0,D
10,2001,11,163,166,1,4,W2
10,2001,11,152,155,3,1,W1
10,2001,11,165,191,1,0,W1
10,2001,11,161,160,0,0,D
9,2001,13,136,131,0,0,D
9,2001,13,141,135,0,0,D
9,2001,13,143,142,1,1,D
9,2001,13,196,148,3,1,W1
9,2001,13,145,146,1,0,W1
9,2001,13,138,134,0,0,D
9,2001,13,194,139,1,1,D
9,2001,13,147,137,2,0,W1
11,2001,13,176,177,2,1,W1
11,2001,13,171,172,0,0,D
11,2001,13,199,187,1,0,W1
11,2001,13,198,189,0,0,D
11,2001,13,184,197,2,0,W1
11,2001,13,186,179,2,0,W1
11,2001,13,178,175,2,1,W1
11,2001,13,181,173,2,1,W1
11,2001,13,185,183,0,0,D
11,2001,13,174,170,3,1,W1
10,2001,11,150,190,3,2,W1
1,2001,15,95,10,1,1,D
1,2001,15,14,7,1,0,W1
1,2001,15,36,8,1,2,W2
1,2001,15,48,9,2,2,D
1,2001,15,1,13,4,2,W1
9,2001,14,195,196,0,0,D
9,2001,14,137,136,0,0,D
9,2001,14,132,143,0,1,W2
9,2001,14,131,194,0,0,D
9,2001,14,148,145,1,0,W1
9,2001,14,146,129,1,0,W1
8,2001,12,123,119,1,2,W2
8,2001,12,115,114,0,1,W2
8,2001,12,116,169,0,0,D
1,2001,15,41,65,5,0,W1
1,2001,15,17,27,1,0,W1
1,2001,15,5,3,3,0,W1
1,2001,15,6,2,1,2,W2
9,2001,14,134,144,0,0,D
9,2001,14,142,147,3,1,W1
9,2001,14,135,138,1,1,D
9,2001,14,139,141,1,0,W1
9,2001,13,144,195,1,2,W2
9,2001,13,129,132,4,4,D
11,2001,14,183,198,1,2,W2
11,2001,14,187,178,4,1,W1
11,2001,14,179,181,0,3,W2
11,2001,14,197,185,2,1,W1
11,2001,14,175,174,4,1,W1
11,2001,14,170,171,2,0,W1
11,2001,14,177,186,1,2,W2
11,2001,14,173,184,4,0,W1
11,2001,14,189,199,1,0,W1
11,2001,14,172,176,1,0,W1
10,2001,12,166,152,1,0,W1
10,2001,12,192,165,1,2,W2
10,2001,12,160,156,2,0,W1
10,2001,12,190,157,2,0,W1
10,2001,12,164,163,2,0,W1
10,2001,12,162,161,1,3,W2
10,2001,12,155,153,0,1,W2
10,2001,12,193,150,5,1,W1
10,2001,12,191,158,1,1,D
8,2001,12,120,124,2,1,W1
8,2001,12,125,118,3,0,W1
8,2001,12,121,113,2,5,W2
8,2001,12,167,168,1,0,W1
8,2001,12,128,111,1,0,W1
1,2001,16,2,1,0,0,D
1,2001,16,27,14,0,0,D
1,2001,16,10,36,7,0,W1
1,2001,16,95,41,1,1,D
1,2001,16,7,17,2,2,D
1,2001,16,65,6,1,2,W2
1,2001,16,13,3,1,2,W2
1,2001,16,8,48,2,0,W1
1,2001,16,9,5,3,0,W1
4,2001,18,68,15,4,2,W1
4,2001,18,49,31,0,2,W2
4,2001,18,18,25,3,3,D
4,2001,18,59,26,3,0,W1
4,2001,18,16,33,2,0,W1
4,2001,18,58,40,3,1,W1
4,2001,18,100,22,3,2,W1
4,2001,18,12,34,1,3,W2
4,2001,18,29,52,1,0,W1
4,2001,18,30,11,0,0,D
4,2001,17,26,30,0,1,W2
4,2001,16,59,11,0,3,W2
4,2001,7,11,40,1,0,W1
4,2001,8,100,18,2,1,W1
9,2001,15,141,132,1,0,W1
9,2001,15,144,142,0,2,W2
9,2001,15,138,137,0,2,W2
9,2001,15,145,139,0,1,W2
9,2001,15,147,131,0,3,W2
9,2001,15,194,134,0,1,W2
9,2001,15,129,148,1,1,D
11,2001,15,199,183,2,0,W1
11,2001,15,181,177,2,1,W1
11,2001,15,171,175,1,1,D
11,2001,15,178,174,1,0,W1
8,2001,13,119,112,1,1,D
8,2001,13,124,127,0,2,W2
8,2001,13,113,128,2,0,W1
9,2001,15,136,146,2,0,W1
9,2001,15,196,135,0,0,D
11,2001,15,185,173,1,0,W1
11,2001,15,176,170,1,0,W1
11,2001,15,187,189,3,1,W1
11,2001,15,186,172,1,0,W1
11,2001,15,184,179,3,1,W1
11,2001,15,198,197,2,1,W1
10,2001,13,163,155,3,2,W1
10,2001,13,162,193,1,0,W1
10,2001,13,161,191,1,0,W1
10,2001,13,150,164,2,0,W1
10,2001,13,158,166,1,2,W2
10,2001,13,156,192,1,3,W2
10,2001,13,153,190,3,2,W1
10,2001,13,165,160,2,4,W2
10,2001,13,152,157,2,0,W1
8,2001,13,111,116,0,0,D
8,2001,13,123,125,1,1,D
8,2001,13,168,120,0,3,W2
8,2001,13,118,121,1,0,W1
8,2001,13,114,167,2,1,W1
8,2001,12,127,112,2,0,W1
1,2001,17,41,27,0,0,D
1,2001,17,48,10,1,0,W1
1,2001,17,36,95,2,0,W1
1,2001,17,1,65,3,2,W1
1,2001,17,6,9,1,2,W2
1,2001,17,3,7,2,0,W1
4,2001,19,33,25,0,1,W2
4,2001,19,40,49,1,1,D
4,2001,19,15,29,2,0,W1
4,2001,19,31,30,1,1,D
4,2001,19,26,16,1,1,D
4,2001,19,34,100,0,1,W2
4,2001,19,68,59,1,1,D
4,2001,19,11,18,1,0,W1
4,2001,19,52,12,4,0,W1
4,2001,19,22,58,0,0,D
9,2001,16,196,136,2,0,W1
